,threshold,metric,filename,model,param_config,time
3209,0.6802050268310651,0.4647239263803681,"(9, 1, 17)_LogisticRegression_date_params.csv",LogisticRegression_date_params,17,9
60,0.4940773882585966,0.6507352941176471,"(0, 1, 18)_LogisticRegression_date_params.csv",LogisticRegression_date_params,18,0
410,0.4428753623709963,0.5486111111111112,"(1, 1, 18)_LogisticRegression_date_params.csv",LogisticRegression_date_params,18,1
760,0.447927969162678,0.3956343792633015,"(2, 1, 18)_LogisticRegression_date_params.csv",LogisticRegression_date_params,18,2
1110,0.5439661294319211,0.4225589225589226,"(3, 1, 18)_LogisticRegression_date_params.csv",LogisticRegression_date_params,18,3
1460,0.5377967725939357,0.5420875420875421,"(4, 1, 18)_LogisticRegression_date_params.csv",LogisticRegression_date_params,18,4
1810,0.506540937495585,0.6589861751152074,"(5, 1, 18)_LogisticRegression_date_params.csv",LogisticRegression_date_params,18,5
2160,0.42989112966457704,0.5644859813084112,"(6, 1, 18)_LogisticRegression_date_params.csv",LogisticRegression_date_params,18,6
2510,0.43871104083628665,0.4744429882044561,"(7, 1, 18)_LogisticRegression_date_params.csv",LogisticRegression_date_params,18,7
2860,0.4656391044656771,0.48561464690496947,"(8, 1, 18)_LogisticRegression_date_params.csv",LogisticRegression_date_params,18,8
3210,0.6802054118397695,0.4647239263803681,"(9, 1, 18)_LogisticRegression_date_params.csv",LogisticRegression_date_params,18,9
61,0.5404550101622337,0.6500994035785288,"(0, 1, 19)_LogisticRegression_date_params.csv",LogisticRegression_date_params,19,0
411,0.4803512087086306,0.5272108843537415,"(1, 1, 19)_LogisticRegression_date_params.csv",LogisticRegression_date_params,19,1
761,0.5033292301466947,0.390452876376989,"(2, 1, 19)_LogisticRegression_date_params.csv",LogisticRegression_date_params,19,2
1111,0.5563246519743015,0.4229452054794521,"(3, 1, 19)_LogisticRegression_date_params.csv",LogisticRegression_date_params,19,3
1461,0.5654763535819929,0.5210355987055016,"(4, 1, 19)_LogisticRegression_date_params.csv",LogisticRegression_date_params,19,4
1811,0.5167955642979405,0.6086956521739131,"(5, 1, 19)_LogisticRegression_date_params.csv",LogisticRegression_date_params,19,5
2161,0.445085457963999,0.5498220640569395,"(6, 1, 19)_LogisticRegression_date_params.csv",LogisticRegression_date_params,19,6
2511,0.459910788781342,0.49550706033376124,"(7, 1, 19)_LogisticRegression_date_params.csv",LogisticRegression_date_params,19,7
2861,0.5071893421838461,0.4714424007744434,"(8, 1, 19)_LogisticRegression_date_params.csv",LogisticRegression_date_params,19,8
3211,0.6943588683935993,0.46771653543307085,"(9, 1, 19)_LogisticRegression_date_params.csv",LogisticRegression_date_params,19,9
62,0.5236916063382929,0.6527272727272727,"(0, 1, 2)_LogisticRegression_date_params.csv",LogisticRegression_date_params,2,0
412,0.475243605099451,0.5427841634738186,"(1, 1, 2)_LogisticRegression_date_params.csv",LogisticRegression_date_params,2,1
762,0.4930321738592847,0.39018087855297157,"(2, 1, 2)_LogisticRegression_date_params.csv",LogisticRegression_date_params,2,2
1112,0.5504916641252809,0.41765704584040747,"(3, 1, 2)_LogisticRegression_date_params.csv",LogisticRegression_date_params,2,3
1462,0.5567043274642165,0.535483870967742,"(4, 1, 2)_LogisticRegression_date_params.csv",LogisticRegression_date_params,2,4
1812,0.5140043661855821,0.6336206896551724,"(5, 1, 2)_LogisticRegression_date_params.csv",LogisticRegression_date_params,2,5
2162,0.4383303571506011,0.5503597122302158,"(6, 1, 2)_LogisticRegression_date_params.csv",LogisticRegression_date_params,2,6
2512,0.45029817178872544,0.48728246318607765,"(7, 1, 2)_LogisticRegression_date_params.csv",LogisticRegression_date_params,2,7
2862,0.4875361405188782,0.4781420765027322,"(8, 1, 2)_LogisticRegression_date_params.csv",LogisticRegression_date_params,2,8
3212,0.6873720735150961,0.46105919003115264,"(9, 1, 2)_LogisticRegression_date_params.csv",LogisticRegression_date_params,2,9
63,0.5407251900756012,0.6507936507936508,"(0, 1, 20)_LogisticRegression_date_params.csv",LogisticRegression_date_params,20,0
413,0.4804272176464069,0.5261363636363636,"(1, 1, 20)_LogisticRegression_date_params.csv",LogisticRegression_date_params,20,1
763,0.502756628307508,0.38855054811205847,"(2, 1, 20)_LogisticRegression_date_params.csv",LogisticRegression_date_params,20,2
1113,0.5555132207587045,0.4205128205128205,"(3, 1, 20)_LogisticRegression_date_params.csv",LogisticRegression_date_params,20,3
1463,0.5657585890839608,0.5194805194805194,"(4, 1, 20)_LogisticRegression_date_params.csv",LogisticRegression_date_params,20,4
1813,0.5167648730063913,0.609375,"(5, 1, 20)_LogisticRegression_date_params.csv",LogisticRegression_date_params,20,5
2163,0.445171650548404,0.5474060822898033,"(6, 1, 20)_LogisticRegression_date_params.csv",LogisticRegression_date_params,20,6
2513,0.4600479181247762,0.4961340206185567,"(7, 1, 20)_LogisticRegression_date_params.csv",LogisticRegression_date_params,20,7
2863,0.5069119460042584,0.47572815533980584,"(8, 1, 20)_LogisticRegression_date_params.csv",LogisticRegression_date_params,20,8
3213,0.6944912860189297,0.46771653543307085,"(9, 1, 20)_LogisticRegression_date_params.csv",LogisticRegression_date_params,20,9
64,0.5382607465602901,0.6495049504950495,"(0, 1, 21)_LogisticRegression_date_params.csv",LogisticRegression_date_params,21,0
414,0.4787127153455713,0.5355892648774796,"(1, 1, 21)_LogisticRegression_date_params.csv",LogisticRegression_date_params,21,1
764,0.502357147193933,0.3916876574307305,"(2, 1, 21)_LogisticRegression_date_params.csv",LogisticRegression_date_params,21,2
1114,0.5535983546263575,0.4217687074829932,"(3, 1, 21)_LogisticRegression_date_params.csv",LogisticRegression_date_params,21,3
1464,0.5649855630076054,0.5247524752475248,"(4, 1, 21)_LogisticRegression_date_params.csv",LogisticRegression_date_params,21,4
1814,0.5154670975080171,0.6259842519685039,"(5, 1, 21)_LogisticRegression_date_params.csv",LogisticRegression_date_params,21,5
2164,0.4427710426611816,0.5511945392491467,"(6, 1, 21)_LogisticRegression_date_params.csv",LogisticRegression_date_params,21,6
2514,0.4584722452565211,0.495364238410596,"(7, 1, 21)_LogisticRegression_date_params.csv",LogisticRegression_date_params,21,7
2864,0.5037932529843214,0.4750479846449136,"(8, 1, 21)_LogisticRegression_date_params.csv",LogisticRegression_date_params,21,8
3214,0.6899272821553945,0.4682170542635659,"(9, 1, 21)_LogisticRegression_date_params.csv",LogisticRegression_date_params,21,9
65,0.4855031030056558,0.6453382084095064,"(0, 1, 22)_LogisticRegression_date_params.csv",LogisticRegression_date_params,22,0
415,0.4428753623133208,0.5486111111111112,"(1, 1, 22)_LogisticRegression_date_params.csv",LogisticRegression_date_params,22,1
765,0.4479279691349993,0.3956343792633015,"(2, 1, 22)_LogisticRegression_date_params.csv",LogisticRegression_date_params,22,2
1115,0.5439661293666831,0.4225589225589226,"(3, 1, 22)_LogisticRegression_date_params.csv",LogisticRegression_date_params,22,3
1465,0.5290944664814498,0.5442622950819672,"(4, 1, 22)_LogisticRegression_date_params.csv",LogisticRegression_date_params,22,4
1815,0.5065409374662934,0.6589861751152074,"(5, 1, 22)_LogisticRegression_date_params.csv",LogisticRegression_date_params,22,5
2165,0.4268274502392544,0.5639097744360902,"(6, 1, 22)_LogisticRegression_date_params.csv",LogisticRegression_date_params,22,6
2515,0.4329693705587312,0.4690157958687728,"(7, 1, 22)_LogisticRegression_date_params.csv",LogisticRegression_date_params,22,7
2865,0.461750204794558,0.4865831842576029,"(8, 1, 22)_LogisticRegression_date_params.csv",LogisticRegression_date_params,22,8
3215,0.6649001922420001,0.46074074074074073,"(9, 1, 22)_LogisticRegression_date_params.csv",LogisticRegression_date_params,22,9
66,0.4855030263457185,0.6453382084095064,"(0, 1, 23)_LogisticRegression_date_params.csv",LogisticRegression_date_params,23,0
416,0.4428752724414629,0.5486111111111112,"(1, 1, 23)_LogisticRegression_date_params.csv",LogisticRegression_date_params,23,1
766,0.4479279269802347,0.3956343792633015,"(2, 1, 23)_LogisticRegression_date_params.csv",LogisticRegression_date_params,23,2
1116,0.5439660451799656,0.4225589225589226,"(3, 1, 23)_LogisticRegression_date_params.csv",LogisticRegression_date_params,23,3
1466,0.5290944077088467,0.5442622950819672,"(4, 1, 23)_LogisticRegression_date_params.csv",LogisticRegression_date_params,23,4
1816,0.5065408474274535,0.6589861751152074,"(5, 1, 23)_LogisticRegression_date_params.csv",LogisticRegression_date_params,23,5
2166,0.4268274042864665,0.5639097744360902,"(6, 1, 23)_LogisticRegression_date_params.csv",LogisticRegression_date_params,23,6
2516,0.4277380922107077,0.464839094159714,"(7, 1, 23)_LogisticRegression_date_params.csv",LogisticRegression_date_params,23,7
2866,0.4617501845707322,0.4865831842576029,"(8, 1, 23)_LogisticRegression_date_params.csv",LogisticRegression_date_params,23,8
3216,0.6648999786776972,0.46074074074074073,"(9, 1, 23)_LogisticRegression_date_params.csv",LogisticRegression_date_params,23,9
67,0.4518288860423197,0.6368515205724508,"(0, 1, 24)_LogisticRegression_date_params.csv",LogisticRegression_date_params,24,0
417,0.4245928013406863,0.5574468085106383,"(1, 1, 24)_LogisticRegression_date_params.csv",LogisticRegression_date_params,24,1
767,0.4236339997495793,0.3893805309734513,"(2, 1, 24)_LogisticRegression_date_params.csv",LogisticRegression_date_params,24,2
1117,0.5567926261545211,0.4179357021996616,"(3, 1, 24)_LogisticRegression_date_params.csv",LogisticRegression_date_params,24,3
1467,0.5152497496024511,0.5423728813559322,"(4, 1, 24)_LogisticRegression_date_params.csv",LogisticRegression_date_params,24,4
1817,0.4929838165710743,0.6607142857142857,"(5, 1, 24)_LogisticRegression_date_params.csv",LogisticRegression_date_params,24,5
2167,0.4206784624321839,0.556640625,"(6, 1, 24)_LogisticRegression_date_params.csv",LogisticRegression_date_params,24,6
2517,0.4227733810940344,0.44739884393063584,"(7, 1, 24)_LogisticRegression_date_params.csv",LogisticRegression_date_params,24,7
2867,0.4450358663195527,0.4717153284671533,"(8, 1, 24)_LogisticRegression_date_params.csv",LogisticRegression_date_params,24,8
3217,0.6648998593420509,0.46074074074074073,"(9, 1, 24)_LogisticRegression_date_params.csv",LogisticRegression_date_params,24,9
68,0.5370141226586582,0.6470588235294118,"(0, 1, 25)_LogisticRegression_date_params.csv",LogisticRegression_date_params,25,0
418,0.4788509092712958,0.5367298578199052,"(1, 1, 25)_LogisticRegression_date_params.csv",LogisticRegression_date_params,25,1
768,0.5011600822296692,0.3926767676767677,"(2, 1, 25)_LogisticRegression_date_params.csv",LogisticRegression_date_params,25,2
1118,0.5538127478605324,0.4217687074829932,"(3, 1, 25)_LogisticRegression_date_params.csv",LogisticRegression_date_params,25,3
1468,0.5641113462003523,0.5296052631578947,"(4, 1, 25)_LogisticRegression_date_params.csv",LogisticRegression_date_params,25,4
1818,0.5154556443456288,0.6294820717131474,"(5, 1, 25)_LogisticRegression_date_params.csv",LogisticRegression_date_params,25,5
2168,0.4423851615598995,0.5511945392491467,"(6, 1, 25)_LogisticRegression_date_params.csv",LogisticRegression_date_params,25,6
2518,0.4574346859255828,0.489556135770235,"(7, 1, 25)_LogisticRegression_date_params.csv",LogisticRegression_date_params,25,7
2868,0.5028181802786093,0.4757834757834758,"(8, 1, 25)_LogisticRegression_date_params.csv",LogisticRegression_date_params,25,8
3218,0.6892721451381087,0.4675925925925926,"(9, 1, 25)_LogisticRegression_date_params.csv",LogisticRegression_date_params,25,9
69,0.4518289331077613,0.6368515205724508,"(0, 1, 26)_LogisticRegression_date_params.csv",LogisticRegression_date_params,26,0
419,0.4245928228243064,0.5574468085106383,"(1, 1, 26)_LogisticRegression_date_params.csv",LogisticRegression_date_params,26,1
769,0.4236340391550368,0.3893805309734513,"(2, 1, 26)_LogisticRegression_date_params.csv",LogisticRegression_date_params,26,2
1119,0.5567928255322849,0.4179357021996616,"(3, 1, 26)_LogisticRegression_date_params.csv",LogisticRegression_date_params,26,3
1469,0.5152498168929776,0.5423728813559322,"(4, 1, 26)_LogisticRegression_date_params.csv",LogisticRegression_date_params,26,4
1819,0.4929839038749961,0.6607142857142857,"(5, 1, 26)_LogisticRegression_date_params.csv",LogisticRegression_date_params,26,5
2169,0.4206784582167575,0.556640625,"(6, 1, 26)_LogisticRegression_date_params.csv",LogisticRegression_date_params,26,6
2519,0.42277339688781457,0.44739884393063584,"(7, 1, 26)_LogisticRegression_date_params.csv",LogisticRegression_date_params,26,7
2869,0.4450358903767497,0.4717153284671533,"(8, 1, 26)_LogisticRegression_date_params.csv",LogisticRegression_date_params,26,8
3219,0.6649001937749656,0.46074074074074073,"(9, 1, 26)_LogisticRegression_date_params.csv",LogisticRegression_date_params,26,9
70,0.5410666130517693,0.6527777777777778,"(0, 1, 27)_LogisticRegression_date_params.csv",LogisticRegression_date_params,27,0
420,0.4797259007001672,0.5269662921348315,"(1, 1, 27)_LogisticRegression_date_params.csv",LogisticRegression_date_params,27,1
770,0.50233931955719,0.39151515151515154,"(2, 1, 27)_LogisticRegression_date_params.csv",LogisticRegression_date_params,27,2
1120,0.556396681248441,0.4212328767123288,"(3, 1, 27)_LogisticRegression_date_params.csv",LogisticRegression_date_params,27,3
1470,0.565951153359827,0.5179153094462541,"(4, 1, 27)_LogisticRegression_date_params.csv",LogisticRegression_date_params,27,4
1820,0.51671673022655,0.6046511627906976,"(5, 1, 27)_LogisticRegression_date_params.csv",LogisticRegression_date_params,27,5
2170,0.4451943375839318,0.5511669658886894,"(6, 1, 27)_LogisticRegression_date_params.csv",LogisticRegression_date_params,27,6
2520,0.4599863177841254,0.49557522123893805,"(7, 1, 27)_LogisticRegression_date_params.csv",LogisticRegression_date_params,27,7
2870,0.5067971909735329,0.4765625,"(8, 1, 27)_LogisticRegression_date_params.csv",LogisticRegression_date_params,27,8
3220,0.6936279045341823,0.46801872074882994,"(9, 1, 27)_LogisticRegression_date_params.csv",LogisticRegression_date_params,27,9
71,0.5064071331804995,0.6505376344086021,"(0, 1, 28)_LogisticRegression_date_params.csv",LogisticRegression_date_params,28,0
421,0.4613287449311036,0.5440613026819924,"(1, 1, 28)_LogisticRegression_date_params.csv",LogisticRegression_date_params,28,1
771,0.4761648999123188,0.39280958721704395,"(2, 1, 28)_LogisticRegression_date_params.csv",LogisticRegression_date_params,28,2
1121,0.5506501001026273,0.4200680272108844,"(3, 1, 28)_LogisticRegression_date_params.csv",LogisticRegression_date_params,28,3
1471,0.5452233798849121,0.5364238410596026,"(4, 1, 28)_LogisticRegression_date_params.csv",LogisticRegression_date_params,28,4
1821,0.5103619148033274,0.6386554621848739,"(5, 1, 28)_LogisticRegression_date_params.csv",LogisticRegression_date_params,28,5
2171,0.4348507444514986,0.553875236294896,"(6, 1, 28)_LogisticRegression_date_params.csv",LogisticRegression_date_params,28,6
2521,0.4443109302479145,0.48308525033829497,"(7, 1, 28)_LogisticRegression_date_params.csv",LogisticRegression_date_params,28,7
2871,0.4783623443298941,0.4810810810810811,"(8, 1, 28)_LogisticRegression_date_params.csv",LogisticRegression_date_params,28,8
3221,0.680205122787422,0.4647239263803681,"(9, 1, 28)_LogisticRegression_date_params.csv",LogisticRegression_date_params,28,9
72,0.5391583435909904,0.6487025948103793,"(0, 1, 29)_LogisticRegression_date_params.csv",LogisticRegression_date_params,29,0
422,0.4787334218309621,0.5350978135788262,"(1, 1, 29)_LogisticRegression_date_params.csv",LogisticRegression_date_params,29,1
772,0.5034989143478943,0.3916876574307305,"(2, 1, 29)_LogisticRegression_date_params.csv",LogisticRegression_date_params,29,2
1122,0.5539979225376527,0.4217687074829932,"(3, 1, 29)_LogisticRegression_date_params.csv",LogisticRegression_date_params,29,3
1472,0.5649896216776467,0.5194805194805194,"(4, 1, 29)_LogisticRegression_date_params.csv",LogisticRegression_date_params,29,4
1822,0.5157054257035678,0.6171875,"(5, 1, 29)_LogisticRegression_date_params.csv",LogisticRegression_date_params,29,5
2172,0.44304011488959577,0.5494880546075085,"(6, 1, 29)_LogisticRegression_date_params.csv",LogisticRegression_date_params,29,6
2522,0.4592434365518222,0.49527665317139,"(7, 1, 29)_LogisticRegression_date_params.csv",LogisticRegression_date_params,29,7
2872,0.5041923768086014,0.4770992366412214,"(8, 1, 29)_LogisticRegression_date_params.csv",LogisticRegression_date_params,29,8
3222,0.6910535714880198,0.46904024767801855,"(9, 1, 29)_LogisticRegression_date_params.csv",LogisticRegression_date_params,29,9
73,0.4518289002818226,0.6368515205724508,"(0, 1, 3)_LogisticRegression_date_params.csv",LogisticRegression_date_params,3,0
423,0.4245928078415485,0.5574468085106383,"(1, 1, 3)_LogisticRegression_date_params.csv",LogisticRegression_date_params,3,1
773,0.42363401167082143,0.3893805309734513,"(2, 1, 3)_LogisticRegression_date_params.csv",LogisticRegression_date_params,3,2
1123,0.5567926864869903,0.4179357021996616,"(3, 1, 3)_LogisticRegression_date_params.csv",LogisticRegression_date_params,3,3
1473,0.5152497699629106,0.5423728813559322,"(4, 1, 3)_LogisticRegression_date_params.csv",LogisticRegression_date_params,3,4
1823,0.4929838429751252,0.6607142857142857,"(5, 1, 3)_LogisticRegression_date_params.csv",LogisticRegression_date_params,3,5
2173,0.4206784611578166,0.556640625,"(6, 1, 3)_LogisticRegression_date_params.csv",LogisticRegression_date_params,3,6
2523,0.4227733858707759,0.44739884393063584,"(7, 1, 3)_LogisticRegression_date_params.csv",LogisticRegression_date_params,3,7
2873,0.44503587359524943,0.4717153284671533,"(8, 1, 3)_LogisticRegression_date_params.csv",LogisticRegression_date_params,3,8
3223,0.6648999605593704,0.46074074074074073,"(9, 1, 3)_LogisticRegression_date_params.csv",LogisticRegression_date_params,3,9
74,0.4940773885261546,0.6507352941176471,"(0, 1, 30)_LogisticRegression_date_params.csv",LogisticRegression_date_params,30,0
424,0.4474605441648781,0.548,"(1, 1, 30)_LogisticRegression_date_params.csv",LogisticRegression_date_params,30,1
774,0.4574553152399228,0.3943472409152086,"(2, 1, 30)_LogisticRegression_date_params.csv",LogisticRegression_date_params,30,2
1124,0.5477032033929202,0.41989881956155145,"(3, 1, 30)_LogisticRegression_date_params.csv",LogisticRegression_date_params,30,3
1474,0.5377967728802919,0.5420875420875421,"(4, 1, 30)_LogisticRegression_date_params.csv",LogisticRegression_date_params,30,4
1824,0.5093407676942635,0.6543778801843319,"(5, 1, 30)_LogisticRegression_date_params.csv",LogisticRegression_date_params,30,5
2174,0.4320353380657304,0.5653846153846154,"(6, 1, 30)_LogisticRegression_date_params.csv",LogisticRegression_date_params,30,6
2524,0.4387110408596789,0.4744429882044561,"(7, 1, 30)_LogisticRegression_date_params.csv",LogisticRegression_date_params,30,7
2874,0.4656391045433084,0.48561464690496947,"(8, 1, 30)_LogisticRegression_date_params.csv",LogisticRegression_date_params,30,8
3224,0.6802054135075013,0.4647239263803681,"(9, 1, 30)_LogisticRegression_date_params.csv",LogisticRegression_date_params,30,9
75,0.45182893311504796,0.6368515205724508,"(0, 1, 31)_LogisticRegression_date_params.csv",LogisticRegression_date_params,31,0
425,0.42459282282860095,0.5574468085106383,"(1, 1, 31)_LogisticRegression_date_params.csv",LogisticRegression_date_params,31,1
775,0.4236340391603036,0.3893805309734513,"(2, 1, 31)_LogisticRegression_date_params.csv",LogisticRegression_date_params,31,2
1125,0.5567928255725202,0.4179357021996616,"(3, 1, 31)_LogisticRegression_date_params.csv",LogisticRegression_date_params,31,3
1475,0.5152498169048365,0.5423728813559322,"(4, 1, 31)_LogisticRegression_date_params.csv",LogisticRegression_date_params,31,4
1825,0.4929839038806759,0.6607142857142857,"(5, 1, 31)_LogisticRegression_date_params.csv",LogisticRegression_date_params,31,5
2175,0.4206784582169305,0.556640625,"(6, 1, 31)_LogisticRegression_date_params.csv",LogisticRegression_date_params,31,6
2525,0.42277339688775817,0.44739884393063584,"(7, 1, 31)_LogisticRegression_date_params.csv",LogisticRegression_date_params,31,7
2875,0.4450358903779626,0.4717153284671533,"(8, 1, 31)_LogisticRegression_date_params.csv",LogisticRegression_date_params,31,8
3225,0.6649001938596455,0.46074074074074073,"(9, 1, 31)_LogisticRegression_date_params.csv",LogisticRegression_date_params,31,9
76,0.531395891253001,0.650853889943074,"(0, 1, 32)_LogisticRegression_date_params.csv",LogisticRegression_date_params,32,0
426,0.477689181606783,0.5435582822085889,"(1, 1, 32)_LogisticRegression_date_params.csv",LogisticRegression_date_params,32,1
776,0.4971938064808584,0.38846153846153847,"(2, 1, 32)_LogisticRegression_date_params.csv",LogisticRegression_date_params,32,2
1126,0.5523765034142887,0.42078364565587734,"(3, 1, 32)_LogisticRegression_date_params.csv",LogisticRegression_date_params,32,3
1476,0.5608654394401558,0.5305466237942122,"(4, 1, 32)_LogisticRegression_date_params.csv",LogisticRegression_date_params,32,4
1826,0.5146176271533726,0.6333333333333333,"(5, 1, 32)_LogisticRegression_date_params.csv",LogisticRegression_date_params,32,5
2176,0.4400599919408434,0.5551663747810858,"(6, 1, 32)_LogisticRegression_date_params.csv",LogisticRegression_date_params,32,6
2526,0.4535512388155941,0.48662420382165605,"(7, 1, 32)_LogisticRegression_date_params.csv",LogisticRegression_date_params,32,7
2876,0.495161408251969,0.4719926538108356,"(8, 1, 32)_LogisticRegression_date_params.csv",LogisticRegression_date_params,32,8
3226,0.6900981044602674,0.4606918238993711,"(9, 1, 32)_LogisticRegression_date_params.csv",LogisticRegression_date_params,32,9
77,0.4518288936309609,0.6368515205724508,"(0, 1, 33)_LogisticRegression_date_params.csv",LogisticRegression_date_params,33,0
427,0.4245928048052123,0.5574468085106383,"(1, 1, 33)_LogisticRegression_date_params.csv",LogisticRegression_date_params,33,1
777,0.4236340061026937,0.3893805309734513,"(2, 1, 33)_LogisticRegression_date_params.csv",LogisticRegression_date_params,33,2
1127,0.5567926583074735,0.4179357021996616,"(3, 1, 33)_LogisticRegression_date_params.csv",LogisticRegression_date_params,33,3
1477,0.5152497604531544,0.5423728813559322,"(4, 1, 33)_LogisticRegression_date_params.csv",LogisticRegression_date_params,33,4
1827,0.4929838306425256,0.6607142857142857,"(5, 1, 33)_LogisticRegression_date_params.csv",LogisticRegression_date_params,33,5
2177,0.4206784617530291,0.556640625,"(6, 1, 33)_LogisticRegression_date_params.csv",LogisticRegression_date_params,33,6
2527,0.4227733836399759,0.44739884393063584,"(7, 1, 33)_LogisticRegression_date_params.csv",LogisticRegression_date_params,33,7
2877,0.4450358701970033,0.4717153284671533,"(8, 1, 33)_LogisticRegression_date_params.csv",LogisticRegression_date_params,33,8
3227,0.6648999132840581,0.46074074074074073,"(9, 1, 33)_LogisticRegression_date_params.csv",LogisticRegression_date_params,33,9
78,0.5148643114378398,0.6488413547237076,"(0, 1, 34)_LogisticRegression_date_params.csv",LogisticRegression_date_params,34,0
428,0.4670840741576555,0.5436156763590392,"(1, 1, 34)_LogisticRegression_date_params.csv",LogisticRegression_date_params,34,1
778,0.483353900331073,0.391820580474934,"(2, 1, 34)_LogisticRegression_date_params.csv",LogisticRegression_date_params,34,2
1128,0.5496862734889858,0.4186440677966102,"(3, 1, 34)_LogisticRegression_date_params.csv",LogisticRegression_date_params,34,3
1478,0.5477999156928461,0.5339805825242718,"(4, 1, 34)_LogisticRegression_date_params.csv",LogisticRegression_date_params,34,4
1828,0.5117155161453618,0.6413502109704642,"(5, 1, 34)_LogisticRegression_date_params.csv",LogisticRegression_date_params,34,5
2178,0.4360249717990148,0.5543071161048689,"(6, 1, 34)_LogisticRegression_date_params.csv",LogisticRegression_date_params,34,6
2528,0.4474449746395924,0.48567530695770805,"(7, 1, 34)_LogisticRegression_date_params.csv",LogisticRegression_date_params,34,7
2878,0.4818422551695815,0.4786557674841054,"(8, 1, 34)_LogisticRegression_date_params.csv",LogisticRegression_date_params,34,8
3228,0.6848746864600117,0.4613003095975232,"(9, 1, 34)_LogisticRegression_date_params.csv",LogisticRegression_date_params,34,9
79,0.5019015759186297,0.647912885662432,"(0, 1, 35)_LogisticRegression_date_params.csv",LogisticRegression_date_params,35,0
429,0.4536844947647613,0.5517693315858454,"(1, 1, 35)_LogisticRegression_date_params.csv",LogisticRegression_date_params,35,1
779,0.464641490344161,0.3930942895086321,"(2, 1, 35)_LogisticRegression_date_params.csv",LogisticRegression_date_params,35,2
1129,0.5522730020204368,0.4200680272108844,"(3, 1, 35)_LogisticRegression_date_params.csv",LogisticRegression_date_params,35,3
1479,0.5377967727448054,0.5420875420875421,"(4, 1, 35)_LogisticRegression_date_params.csv",LogisticRegression_date_params,35,4
1829,0.5094101794461198,0.6406926406926406,"(5, 1, 35)_LogisticRegression_date_params.csv",LogisticRegression_date_params,35,5
2179,0.4337617022265269,0.5606060606060606,"(6, 1, 35)_LogisticRegression_date_params.csv",LogisticRegression_date_params,35,6
2529,0.4425168418629832,0.4761273209549072,"(7, 1, 35)_LogisticRegression_date_params.csv",LogisticRegression_date_params,35,7
2879,0.4705010832070614,0.4861111111111111,"(8, 1, 35)_LogisticRegression_date_params.csv",LogisticRegression_date_params,35,8
3229,0.6802054127191198,0.4647239263803681,"(9, 1, 35)_LogisticRegression_date_params.csv",LogisticRegression_date_params,35,9
80,0.5379895306224112,0.6482213438735178,"(0, 1, 36)_LogisticRegression_date_params.csv",LogisticRegression_date_params,36,0
430,0.4787372454802588,0.5368421052631579,"(1, 1, 36)_LogisticRegression_date_params.csv",LogisticRegression_date_params,36,1
780,0.5021571495650761,0.3916876574307305,"(2, 1, 36)_LogisticRegression_date_params.csv",LogisticRegression_date_params,36,2
1130,0.5535918966409282,0.4217687074829932,"(3, 1, 36)_LogisticRegression_date_params.csv",LogisticRegression_date_params,36,3
1480,0.5650089784126691,0.5247524752475248,"(4, 1, 36)_LogisticRegression_date_params.csv",LogisticRegression_date_params,36,4
1830,0.5154806401571423,0.6245059288537549,"(5, 1, 36)_LogisticRegression_date_params.csv",LogisticRegression_date_params,36,5
2180,0.4427651721192256,0.5504273504273505,"(6, 1, 36)_LogisticRegression_date_params.csv",LogisticRegression_date_params,36,6
2530,0.4584627247661826,0.495364238410596,"(7, 1, 36)_LogisticRegression_date_params.csv",LogisticRegression_date_params,36,7
2880,0.503720195790265,0.4750479846449136,"(8, 1, 36)_LogisticRegression_date_params.csv",LogisticRegression_date_params,36,8
3230,0.6908480446684876,0.4682170542635659,"(9, 1, 36)_LogisticRegression_date_params.csv",LogisticRegression_date_params,36,9
81,0.5404037162599443,0.6462450592885376,"(0, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,0
431,0.48021429024058604,0.5320366132723112,"(1, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,1
781,0.5036627025872598,0.38985148514851486,"(2, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,2
1131,0.5561987667938225,0.4229452054794521,"(3, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,3
1481,0.5651033666506614,0.5225806451612903,"(4, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,4
1831,0.5166975799179279,0.609375,"(5, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,5
2181,0.4451960702779661,0.552158273381295,"(6, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,6
2531,0.4599744547840463,0.49674054758800523,"(7, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,7
2881,0.5073037951354111,0.46769527483124396,"(8, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,8
3231,0.6937581947006346,0.4679186228482003,"(9, 1, 37)_LogisticRegression_date_params.csv",LogisticRegression_date_params,37,9
82,0.512385152494279,0.6465201465201466,"(0, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,0
432,0.4646863180274924,0.5439490445859873,"(1, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,1
782,0.4796090660876833,0.391304347826087,"(2, 1, 38)_LogisticRegression_date_params.csv",LogisticRegression_date_params,38,2
