,threshold,precision_test,precision_threshold,filename,model,param_config,time
3004,0.65441173,0.5402160864345739,0.729957805907173,"(8, 4, 12)_XGBClassifier_date_params.csv",XGBClassifier_date_params,12,8
3354,0.67703825,0.593128390596745,0.49640287769784175,"(9, 4, 12)_XGBClassifier_date_params.csv",XGBClassifier_date_params,12,9
205,0.0,0.0,0.0,"(0, 4, 13)_XGBClassifier_date_params.csv",XGBClassifier_date_params,13,0
555,0.0,0.0,0.0,"(1, 4, 13)_XGBClassifier_date_params.csv",XGBClassifier_date_params,13,1
905,1.0,0.0,0.0,"(2, 4, 13)_XGBClassifier_date_params.csv",XGBClassifier_date_params,13,2
1255,1.0,0.0,0.0,"(3, 4, 13)_XGBClassifier_date_params.csv",XGBClassifier_date_params,13,3
1605,0.0,0.0,0.0,"(4, 4, 13)_XGBClassifier_date_params.csv",XGBClassifier_date_params,13,4
1955,0.0,0.0,0.0,"(5, 4, 13)_XGBClassifier_date_params.csv",XGBClassifier_date_params,13,5
2305,0.0,0.0,0.0,"(6, 4, 13)_XGBClassifier_date_params.csv",XGBClassifier_date_params,13,6
2655,1.0,0.0,0.0,"(7, 4, 13)_XGBClassifier_date_params.csv",XGBClassifier_date_params,13,7
3005,1.0,0.0,0.0,"(8, 4, 13)_XGBClassifier_date_params.csv",XGBClassifier_date_params,13,8
3355,1.0,0.0,0.0,"(9, 4, 13)_XGBClassifier_date_params.csv",XGBClassifier_date_params,13,9
206,0.89983565,0.6465863453815262,0.6118721461187214,"(0, 4, 14)_XGBClassifier_date_params.csv",XGBClassifier_date_params,14,0
556,0.8679629000000001,0.5755813953488372,0.7380191693290735,"(1, 4, 14)_XGBClassifier_date_params.csv",XGBClassifier_date_params,14,1
906,0.8673790000000001,0.5180505415162455,0.7213930348258707,"(2, 4, 14)_XGBClassifier_date_params.csv",XGBClassifier_date_params,14,2
1256,0.89318883,0.58,0.5457627118644067,"(3, 4, 14)_XGBClassifier_date_params.csv",XGBClassifier_date_params,14,3
1606,0.8940978,0.5796344647519582,0.5654761904761905,"(4, 4, 14)_XGBClassifier_date_params.csv",XGBClassifier_date_params,14,4
1956,0.8985314,0.6194895591647331,0.5914634146341463,"(5, 4, 14)_XGBClassifier_date_params.csv",XGBClassifier_date_params,14,5
2306,0.91191345,0.6258823529411764,0.6232876712328768,"(6, 4, 14)_XGBClassifier_date_params.csv",XGBClassifier_date_params,14,6
2656,0.89078796,0.4739583333333333,0.6195121951219512,"(7, 4, 14)_XGBClassifier_date_params.csv",XGBClassifier_date_params,14,7
3006,0.9080628000000001,0.4337899543378995,0.6113074204946997,"(8, 4, 14)_XGBClassifier_date_params.csv",XGBClassifier_date_params,14,8
3356,0.92782235,0.5777777777777777,0.4148296593186373,"(9, 4, 14)_XGBClassifier_date_params.csv",XGBClassifier_date_params,14,9
207,0.5006947,0.6924428822495606,0.6118721461187214,"(0, 4, 15)_XGBClassifier_date_params.csv",XGBClassifier_date_params,15,0
557,0.4923923,0.586046511627907,0.7107692307692308,"(1, 4, 15)_XGBClassifier_date_params.csv",XGBClassifier_date_params,15,1
907,0.49480456,0.5196850393700787,0.6712962962962963,"(2, 4, 15)_XGBClassifier_date_params.csv",XGBClassifier_date_params,15,2
1257,0.50375575,0.5805471124620061,0.503125,"(3, 4, 15)_XGBClassifier_date_params.csv",XGBClassifier_date_params,15,3
1607,0.5073751,0.6706349206349206,0.6985294117647058,"(4, 4, 15)_XGBClassifier_date_params.csv",XGBClassifier_date_params,15,4
1957,0.5082774999999999,0.6388888888888888,0.5773809523809523,"(5, 4, 15)_XGBClassifier_date_params.csv",XGBClassifier_date_params,15,5
2307,0.5050210999999999,0.6829896907216495,0.7165354330708661,"(6, 4, 15)_XGBClassifier_date_params.csv",XGBClassifier_date_params,15,6
2657,0.5054712,0.5966666666666667,0.7215909090909091,"(7, 4, 15)_XGBClassifier_date_params.csv",XGBClassifier_date_params,15,7
3007,0.50872916,0.5883211678832116,0.6865079365079365,"(8, 4, 15)_XGBClassifier_date_params.csv",XGBClassifier_date_params,15,8
3357,0.51057744,0.5691868758915835,0.5702479338842975,"(9, 4, 15)_XGBClassifier_date_params.csv",XGBClassifier_date_params,15,9
208,0.71158874,0.7325842696629213,0.6261682242990654,"(0, 4, 16)_XGBClassifier_date_params.csv",XGBClassifier_date_params,16,0
558,0.6536236,0.6009852216748769,0.7403846153846154,"(1, 4, 16)_XGBClassifier_date_params.csv",XGBClassifier_date_params,16,1
908,0.66618264,0.5474209650582362,0.7591623036649214,"(2, 4, 16)_XGBClassifier_date_params.csv",XGBClassifier_date_params,16,2
1258,0.70436823,0.645367412140575,0.5570934256055363,"(3, 4, 16)_XGBClassifier_date_params.csv",XGBClassifier_date_params,16,3
1608,0.69556034,0.673202614379085,0.7307692307692307,"(4, 4, 16)_XGBClassifier_date_params.csv",XGBClassifier_date_params,16,4
1958,0.67136866,0.6737160120845922,0.6598639455782312,"(5, 4, 16)_XGBClassifier_date_params.csv",XGBClassifier_date_params,16,5
2308,0.6915645,0.7297297297297297,0.7054263565891473,"(6, 4, 16)_XGBClassifier_date_params.csv",XGBClassifier_date_params,16,6
2658,0.6986744,0.5213776722090261,0.79375,"(7, 4, 16)_XGBClassifier_date_params.csv",XGBClassifier_date_params,16,7
3008,0.72226596,0.49848331648129424,0.7393162393162394,"(8, 4, 16)_XGBClassifier_date_params.csv",XGBClassifier_date_params,16,8
3358,0.7500435999999999,0.6004098360655737,0.3631578947368421,"(9, 4, 16)_XGBClassifier_date_params.csv",XGBClassifier_date_params,16,9
209,0.9810389000000002,0.6254125412541254,0.5447154471544715,"(0, 4, 17)_XGBClassifier_date_params.csv",XGBClassifier_date_params,17,0
559,0.9698786,0.5841059602649007,0.673469387755102,"(1, 4, 17)_XGBClassifier_date_params.csv",XGBClassifier_date_params,17,1
909,0.9736312,0.48717948717948717,0.6855791962174941,"(2, 4, 17)_XGBClassifier_date_params.csv",XGBClassifier_date_params,17,2
1259,0.98272496,0.5807228915662651,0.5331125827814569,"(3, 4, 17)_XGBClassifier_date_params.csv",XGBClassifier_date_params,17,3
1609,0.98441327,0.572972972972973,0.5688622754491018,"(4, 4, 17)_XGBClassifier_date_params.csv",XGBClassifier_date_params,17,4
1959,0.9856098,0.5962059620596206,0.5914634146341463,"(5, 4, 17)_XGBClassifier_date_params.csv",XGBClassifier_date_params,17,5
2309,0.989066,0.582901554404145,0.6319444444444444,"(6, 4, 17)_XGBClassifier_date_params.csv",XGBClassifier_date_params,17,6
2659,0.9801949000000001,0.4847775175644028,0.6649214659685864,"(7, 4, 17)_XGBClassifier_date_params.csv",XGBClassifier_date_params,17,7
3009,0.9901196,0.463130659767141,0.6784313725490196,"(8, 4, 17)_XGBClassifier_date_params.csv",XGBClassifier_date_params,17,8
3359,0.99100214,0.5030395136778115,0.4303534303534304,"(9, 4, 17)_XGBClassifier_date_params.csv",XGBClassifier_date_params,17,9
210,0.73453313,0.756152125279642,0.6473429951690821,"(0, 4, 18)_XGBClassifier_date_params.csv",XGBClassifier_date_params,18,0
560,0.6726124,0.6177215189873417,0.75,"(1, 4, 18)_XGBClassifier_date_params.csv",XGBClassifier_date_params,18,1
910,0.68569636,0.5433436532507739,0.7532467532467533,"(2, 4, 18)_XGBClassifier_date_params.csv",XGBClassifier_date_params,18,2
1260,0.71318376,0.6568627450980392,0.5366666666666666,"(3, 4, 18)_XGBClassifier_date_params.csv",XGBClassifier_date_params,18,3
1610,0.70413804,0.6384839650145773,0.7307692307692307,"(4, 4, 18)_XGBClassifier_date_params.csv",XGBClassifier_date_params,18,4
1960,0.68715584,0.6570680628272252,0.6643835616438356,"(5, 4, 18)_XGBClassifier_date_params.csv",XGBClassifier_date_params,18,5
2310,0.7034170999999999,0.717201166180758,0.6946564885496184,"(6, 4, 18)_XGBClassifier_date_params.csv",XGBClassifier_date_params,18,6
2660,0.7028306,0.5371621621621622,0.774390243902439,"(7, 4, 18)_XGBClassifier_date_params.csv",XGBClassifier_date_params,18,7
3010,0.7293986,0.5009708737864078,0.6947791164658634,"(8, 4, 18)_XGBClassifier_date_params.csv",XGBClassifier_date_params,18,8
3360,0.7683598,0.6123711340206186,0.3988439306358382,"(9, 4, 18)_XGBClassifier_date_params.csv",XGBClassifier_date_params,18,9
211,0.6483366999999999,0.726027397260274,0.5775862068965517,"(0, 4, 19)_XGBClassifier_date_params.csv",XGBClassifier_date_params,19,0
561,0.59315693,0.6166666666666667,0.7549019607843137,"(1, 4, 19)_XGBClassifier_date_params.csv",XGBClassifier_date_params,19,1
911,0.61958873,0.4938461538461538,0.7552083333333334,"(2, 4, 19)_XGBClassifier_date_params.csv",XGBClassifier_date_params,19,2
1261,0.65518534,0.6376811594202898,0.509493670886076,"(3, 4, 19)_XGBClassifier_date_params.csv",XGBClassifier_date_params,19,3
1611,0.6469259,0.6690391459074733,0.6884057971014492,"(4, 4, 19)_XGBClassifier_date_params.csv",XGBClassifier_date_params,19,4
1961,0.6244079,0.6477611940298508,0.6298701298701299,"(5, 4, 19)_XGBClassifier_date_params.csv",XGBClassifier_date_params,19,5
2311,0.5972178000000001,0.7406340057636888,0.7,"(6, 4, 19)_XGBClassifier_date_params.csv",XGBClassifier_date_params,19,6
2661,0.615654,0.5864197530864198,0.7559523809523809,"(7, 4, 19)_XGBClassifier_date_params.csv",XGBClassifier_date_params,19,7
3011,0.6467739,0.5105215004574566,0.7119341563786008,"(8, 4, 19)_XGBClassifier_date_params.csv",XGBClassifier_date_params,19,8
3361,0.69502676,0.5981132075471698,0.4928571428571429,"(9, 4, 19)_XGBClassifier_date_params.csv",XGBClassifier_date_params,19,9
212,0.81271607,0.6627680311890838,0.600896860986547,"(0, 4, 2)_XGBClassifier_date_params.csv",XGBClassifier_date_params,2,0
562,0.7660334,0.5783847980997625,0.66,"(1, 4, 2)_XGBClassifier_date_params.csv",XGBClassifier_date_params,2,1
912,0.78805196,0.5188834154351396,0.7268170426065163,"(2, 4, 2)_XGBClassifier_date_params.csv",XGBClassifier_date_params,2,2
1262,0.8027986,0.56,0.5278688524590164,"(3, 4, 2)_XGBClassifier_date_params.csv",XGBClassifier_date_params,2,3
1612,0.82416075,0.5868852459016394,0.6834532374100719,"(4, 4, 2)_XGBClassifier_date_params.csv",XGBClassifier_date_params,2,4
1962,0.8163687,0.6172839506172839,0.6736111111111112,"(5, 4, 2)_XGBClassifier_date_params.csv",XGBClassifier_date_params,2,5
2312,0.8367844000000001,0.6374695863746959,0.6453900709219859,"(6, 4, 2)_XGBClassifier_date_params.csv",XGBClassifier_date_params,2,6
2662,0.8536673,0.4910112359550562,0.675531914893617,"(7, 4, 2)_XGBClassifier_date_params.csv",XGBClassifier_date_params,2,7
3012,0.8655255,0.4396467124631992,0.692,"(8, 4, 2)_XGBClassifier_date_params.csv",XGBClassifier_date_params,2,8
3362,0.8733575000000001,0.5495798319327732,0.3526405451448041,"(9, 4, 2)_XGBClassifier_date_params.csv",XGBClassifier_date_params,2,9
213,0.9074453000000001,0.6716101694915254,0.5630252100840336,"(0, 4, 20)_XGBClassifier_date_params.csv",XGBClassifier_date_params,20,0
563,0.8595360000000001,0.5673076923076923,0.6657060518731989,"(1, 4, 20)_XGBClassifier_date_params.csv",XGBClassifier_date_params,20,1
913,0.8654618000000001,0.509325681492109,0.6590909090909091,"(2, 4, 20)_XGBClassifier_date_params.csv",XGBClassifier_date_params,20,2
1263,0.8812726999999999,0.5097560975609756,0.49538461538461537,"(3, 4, 20)_XGBClassifier_date_params.csv",XGBClassifier_date_params,20,3
1613,0.87964237,0.5750528541226215,0.5792682926829268,"(4, 4, 20)_XGBClassifier_date_params.csv",XGBClassifier_date_params,20,4
1963,0.9159782,0.6463022508038585,0.6554054054054054,"(5, 4, 20)_XGBClassifier_date_params.csv",XGBClassifier_date_params,20,5
2313,0.92226714,0.5952380952380952,0.6148648648648649,"(6, 4, 20)_XGBClassifier_date_params.csv",XGBClassifier_date_params,20,6
2663,0.9323520000000001,0.4665924276169265,0.6580310880829016,"(7, 4, 20)_XGBClassifier_date_params.csv",XGBClassifier_date_params,20,7
3013,0.93649846,0.4189675870348139,0.6455223880597015,"(8, 4, 20)_XGBClassifier_date_params.csv",XGBClassifier_date_params,20,8
3363,0.9366924000000001,0.5258620689655172,0.3847583643122677,"(9, 4, 20)_XGBClassifier_date_params.csv",XGBClassifier_date_params,20,9
214,1.0,0.0,0.0,"(0, 4, 21)_XGBClassifier_date_params.csv",XGBClassifier_date_params,21,0
564,1.0,0.0,0.0,"(1, 4, 21)_XGBClassifier_date_params.csv",XGBClassifier_date_params,21,1
914,0.0,0.0,0.0,"(2, 4, 21)_XGBClassifier_date_params.csv",XGBClassifier_date_params,21,2
1264,1.0,0.0,0.0,"(3, 4, 21)_XGBClassifier_date_params.csv",XGBClassifier_date_params,21,3
1614,1.0,0.0,0.0,"(4, 4, 21)_XGBClassifier_date_params.csv",XGBClassifier_date_params,21,4
1964,0.0,0.0,0.0,"(5, 4, 21)_XGBClassifier_date_params.csv",XGBClassifier_date_params,21,5
2314,0.0,0.0,0.0,"(6, 4, 21)_XGBClassifier_date_params.csv",XGBClassifier_date_params,21,6
2664,0.0,0.0,0.0,"(7, 4, 21)_XGBClassifier_date_params.csv",XGBClassifier_date_params,21,7
3014,0.0,0.0,0.0,"(8, 4, 21)_XGBClassifier_date_params.csv",XGBClassifier_date_params,21,8
3364,0.0,0.0,0.0,"(9, 4, 21)_XGBClassifier_date_params.csv",XGBClassifier_date_params,21,9
215,0.8455572,0.6873857404021938,0.6350710900473934,"(0, 4, 22)_XGBClassifier_date_params.csv",XGBClassifier_date_params,22,0
565,0.81314194,0.5975609756097561,0.77,"(1, 4, 22)_XGBClassifier_date_params.csv",XGBClassifier_date_params,22,1
915,0.8093539000000001,0.5152027027027027,0.7712765957446809,"(2, 4, 22)_XGBClassifier_date_params.csv",XGBClassifier_date_params,22,2
1265,0.8366937,0.6077348066298343,0.5078864353312302,"(3, 4, 22)_XGBClassifier_date_params.csv",XGBClassifier_date_params,22,3
1615,0.8376054,0.6412698412698413,0.6643356643356644,"(4, 4, 22)_XGBClassifier_date_params.csv",XGBClassifier_date_params,22,4
1965,0.8220526,0.6453333333333333,0.6689655172413793,"(5, 4, 22)_XGBClassifier_date_params.csv",XGBClassifier_date_params,22,5
2315,0.843095,0.6750629722921915,0.6642335766423357,"(6, 4, 22)_XGBClassifier_date_params.csv",XGBClassifier_date_params,22,6
2665,0.8365264000000001,0.5385542168674698,0.6827956989247311,"(7, 4, 22)_XGBClassifier_date_params.csv",XGBClassifier_date_params,22,7
3015,0.86213917,0.4801255230125523,0.7208333333333333,"(8, 4, 22)_XGBClassifier_date_params.csv",XGBClassifier_date_params,22,8
3365,0.89366,0.5845648604269293,0.42244897959183675,"(9, 4, 22)_XGBClassifier_date_params.csv",XGBClassifier_date_params,22,9
216,1.0,0.0,0.0,"(0, 4, 23)_XGBClassifier_date_params.csv",XGBClassifier_date_params,23,0
566,1.0,0.0,0.0,"(1, 4, 23)_XGBClassifier_date_params.csv",XGBClassifier_date_params,23,1
916,1.0,0.0,0.0,"(2, 4, 23)_XGBClassifier_date_params.csv",XGBClassifier_date_params,23,2
1266,1.0,0.0,0.0,"(3, 4, 23)_XGBClassifier_date_params.csv",XGBClassifier_date_params,23,3
1616,1.0,0.0,0.0,"(4, 4, 23)_XGBClassifier_date_params.csv",XGBClassifier_date_params,23,4
1966,1.0,0.0,0.0,"(5, 4, 23)_XGBClassifier_date_params.csv",XGBClassifier_date_params,23,5
2316,1.0,0.0,0.0,"(6, 4, 23)_XGBClassifier_date_params.csv",XGBClassifier_date_params,23,6
2666,1.0,0.0,0.0,"(7, 4, 23)_XGBClassifier_date_params.csv",XGBClassifier_date_params,23,7
3016,1.0,0.0,0.0,"(8, 4, 23)_XGBClassifier_date_params.csv",XGBClassifier_date_params,23,8
3366,1.0,0.0,0.0,"(9, 4, 23)_XGBClassifier_date_params.csv",XGBClassifier_date_params,23,9
217,0.8218975000000001,0.6744186046511628,0.6203703703703703,"(0, 4, 24)_XGBClassifier_date_params.csv",XGBClassifier_date_params,24,0
567,0.7766433,0.5997045790251108,0.7751677852348994,"(1, 4, 24)_XGBClassifier_date_params.csv",XGBClassifier_date_params,24,1
917,0.7960595,0.5130111524163569,0.7455012853470437,"(2, 4, 24)_XGBClassifier_date_params.csv",XGBClassifier_date_params,24,2
1267,0.8123029,0.6211699164345403,0.5062893081761006,"(3, 4, 24)_XGBClassifier_date_params.csv",XGBClassifier_date_params,24,3
1617,0.8272374,0.6338028169014085,0.6834532374100719,"(4, 4, 24)_XGBClassifier_date_params.csv",XGBClassifier_date_params,24,4
1967,0.81781507,0.6722222222222223,0.6736111111111112,"(5, 4, 24)_XGBClassifier_date_params.csv",XGBClassifier_date_params,24,5
2317,0.8302881999999999,0.6512261580381471,0.6546762589928058,"(6, 4, 24)_XGBClassifier_date_params.csv",XGBClassifier_date_params,24,6
2667,0.82996017,0.5418994413407822,0.7298850574712644,"(7, 4, 24)_XGBClassifier_date_params.csv",XGBClassifier_date_params,24,7
3017,0.83730423,0.5149700598802395,0.6628352490421456,"(8, 4, 24)_XGBClassifier_date_params.csv",XGBClassifier_date_params,24,8
3367,0.8700435999999999,0.5758754863813229,0.4610244988864143,"(9, 4, 24)_XGBClassifier_date_params.csv",XGBClassifier_date_params,24,9
218,0.98253053,0.595,0.5583333333333333,"(0, 4, 25)_XGBClassifier_date_params.csv",XGBClassifier_date_params,25,0
568,0.97271395,0.5291878172588832,0.6834319526627219,"(1, 4, 25)_XGBClassifier_date_params.csv",XGBClassifier_date_params,25,1
918,0.9740321,0.4931972789115646,0.6502242152466368,"(2, 4, 25)_XGBClassifier_date_params.csv",XGBClassifier_date_params,25,2
1268,0.9808594,0.49872773536895676,0.5193548387096775,"(3, 4, 25)_XGBClassifier_date_params.csv",XGBClassifier_date_params,25,3
1618,0.9895885,0.5604395604395604,0.6884057971014492,"(4, 4, 25)_XGBClassifier_date_params.csv",XGBClassifier_date_params,25,4
1968,0.9810655999999999,0.5381165919282511,0.5300546448087432,"(5, 4, 25)_XGBClassifier_date_params.csv",XGBClassifier_date_params,25,5
2318,0.9842681000000001,0.5723014256619144,0.5759493670886076,"(6, 4, 25)_XGBClassifier_date_params.csv",XGBClassifier_date_params,25,6
2668,0.9795741,0.47437425506555425,0.6135265700483091,"(7, 4, 25)_XGBClassifier_date_params.csv",XGBClassifier_date_params,25,7
3018,0.98484427,0.4381551362683438,0.6383763837638377,"(8, 4, 25)_XGBClassifier_date_params.csv",XGBClassifier_date_params,25,8
3368,0.9896689000000001,0.4945226917057903,0.43670886075949367,"(9, 4, 25)_XGBClassifier_date_params.csv",XGBClassifier_date_params,25,9
219,0.5566002,0.7102473498233216,0.5851528384279476,"(0, 4, 26)_XGBClassifier_date_params.csv",XGBClassifier_date_params,26,0
569,0.5174857,0.6041923551171393,0.7830508474576271,"(1, 4, 26)_XGBClassifier_date_params.csv",XGBClassifier_date_params,26,1
919,0.529626,0.4868238557558946,0.7360406091370558,"(2, 4, 26)_XGBClassifier_date_params.csv",XGBClassifier_date_params,26,2
1269,0.5743281,0.5935672514619883,0.49085365853658536,"(3, 4, 26)_XGBClassifier_date_params.csv",XGBClassifier_date_params,26,3
1619,0.5687691999999999,0.6715328467153284,0.6418918918918919,"(4, 4, 26)_XGBClassifier_date_params.csv",XGBClassifier_date_params,26,4
1969,0.5698721,0.6629834254143646,0.6139240506329114,"(5, 4, 26)_XGBClassifier_date_params.csv",XGBClassifier_date_params,26,5
2319,0.5385288,0.7263157894736842,0.7165354330708661,"(6, 4, 26)_XGBClassifier_date_params.csv",XGBClassifier_date_params,26,6
2669,0.55206716,0.6050069541029207,0.7383720930232558,"(7, 4, 26)_XGBClassifier_date_params.csv",XGBClassifier_date_params,26,7
3019,0.5784943,0.5665294924554184,0.7361702127659574,"(8, 4, 26)_XGBClassifier_date_params.csv",XGBClassifier_date_params,26,8
3369,0.6115746,0.6054888507718696,0.5227272727272727,"(9, 4, 26)_XGBClassifier_date_params.csv",XGBClassifier_date_params,26,9
220,0.9999969999999999,0.5258278145695364,0.432258064516129,"(0, 4, 27)_XGBClassifier_date_params.csv",XGBClassifier_date_params,27,0
570,0.999985,0.5235668789808917,0.5804020100502513,"(1, 4, 27)_XGBClassifier_date_params.csv",XGBClassifier_date_params,27,1
920,0.9999880999999999,0.4754601226993865,0.6105263157894737,"(2, 4, 27)_XGBClassifier_date_params.csv",XGBClassifier_date_params,27,2
1270,0.99999964,0.47240618101545256,0.5128205128205128,"(3, 4, 27)_XGBClassifier_date_params.csv",XGBClassifier_date_params,27,3
1620,0.99999774,0.5055432372505543,0.46798029556650245,"(4, 4, 27)_XGBClassifier_date_params.csv",XGBClassifier_date_params,27,4
1970,0.9999964,0.5360134003350083,0.3943089430894309,"(5, 4, 27)_XGBClassifier_date_params.csv",XGBClassifier_date_params,27,5
2320,0.9999975,0.5069204152249135,0.5515151515151515,"(6, 4, 27)_XGBClassifier_date_params.csv",XGBClassifier_date_params,27,6
2670,0.99999654,0.38095238095238093,0.48846153846153845,"(7, 4, 27)_XGBClassifier_date_params.csv",XGBClassifier_date_params,27,7
3020,0.99999845,0.38504464285714285,0.6056338028169014,"(8, 4, 27)_XGBClassifier_date_params.csv",XGBClassifier_date_params,27,8
3370,0.9999986999999999,0.4182027649769585,0.40078585461689586,"(9, 4, 27)_XGBClassifier_date_params.csv",XGBClassifier_date_params,27,9
221,0.50710845,0.6848030018761726,0.5955555555555555,"(0, 4, 28)_XGBClassifier_date_params.csv",XGBClassifier_date_params,28,0
571,0.4972884,0.5826771653543307,0.7151702786377709,"(1, 4, 28)_XGBClassifier_date_params.csv",XGBClassifier_date_params,28,1
921,0.5028108,0.48091603053435117,0.7090464547677262,"(2, 4, 28)_XGBClassifier_date_params.csv",XGBClassifier_date_params,28,2
1271,0.5128863,0.5256410256410257,0.47352941176470587,"(3, 4, 28)_XGBClassifier_date_params.csv",XGBClassifier_date_params,28,3
1621,0.5115390999999999,0.658008658008658,0.6168831168831169,"(4, 4, 28)_XGBClassifier_date_params.csv",XGBClassifier_date_params,28,4
1971,0.50986654,0.6456692913385826,0.5606936416184971,"(5, 4, 28)_XGBClassifier_date_params.csv",XGBClassifier_date_params,28,5
2321,0.50249255,0.6814988290398126,0.6946564885496184,"(6, 4, 28)_XGBClassifier_date_params.csv",XGBClassifier_date_params,28,6
2671,0.5067999,0.6246105919003115,0.7559523809523809,"(7, 4, 28)_XGBClassifier_date_params.csv",XGBClassifier_date_params,28,7
3021,0.5131365,0.5662299854439592,0.7178423236514523,"(8, 4, 28)_XGBClassifier_date_params.csv",XGBClassifier_date_params,28,8
3371,0.51737326,0.5933682373472949,0.5609756097560976,"(9, 4, 28)_XGBClassifier_date_params.csv",XGBClassifier_date_params,28,9
222,0.98227066,0.6400679117147708,0.5677966101694916,"(0, 4, 29)_XGBClassifier_date_params.csv",XGBClassifier_date_params,29,0
572,0.967578,0.5416149068322982,0.6047120418848168,"(1, 4, 29)_XGBClassifier_date_params.csv",XGBClassifier_date_params,29,1
922,0.9753066999999999,0.5294117647058824,0.6430155210643016,"(2, 4, 29)_XGBClassifier_date_params.csv",XGBClassifier_date_params,29,2
1272,0.98282546,0.5141388174807198,0.5176848874598071,"(3, 4, 29)_XGBClassifier_date_params.csv",XGBClassifier_date_params,29,3
1622,0.98785025,0.5746268656716418,0.6418918918918919,"(4, 4, 29)_XGBClassifier_date_params.csv",XGBClassifier_date_params,29,4
1972,0.9852883,0.5411140583554377,0.5480225988700564,"(5, 4, 29)_XGBClassifier_date_params.csv",XGBClassifier_date_params,29,5
2322,0.9881358,0.5945945945945946,0.5652173913043478,"(6, 4, 29)_XGBClassifier_date_params.csv",XGBClassifier_date_params,29,6
2672,0.98595285,0.43398268398268397,0.5746606334841629,"(7, 4, 29)_XGBClassifier_date_params.csv",XGBClassifier_date_params,29,7
3022,0.9902863000000002,0.4139414802065404,0.6455223880597015,"(8, 4, 29)_XGBClassifier_date_params.csv",XGBClassifier_date_params,29,8
3372,0.99294406,0.5023183925811437,0.3935361216730038,"(9, 4, 29)_XGBClassifier_date_params.csv",XGBClassifier_date_params,29,9
223,0.9787556999999999,0.5819672131147541,0.551440329218107,"(0, 4, 3)_XGBClassifier_date_params.csv",XGBClassifier_date_params,3,0
573,0.9698636,0.5612382234185733,0.6676300578034682,"(1, 4, 3)_XGBClassifier_date_params.csv",XGBClassifier_date_params,3,1
923,0.97136307,0.48493975903614456,0.6487695749440716,"(2, 4, 3)_XGBClassifier_date_params.csv",XGBClassifier_date_params,3,2
1273,0.9833856,0.5324324324324324,0.543918918918919,"(3, 4, 3)_XGBClassifier_date_params.csv",XGBClassifier_date_params,3,3
1623,0.98084694,0.5316742081447964,0.510752688172043,"(4, 4, 3)_XGBClassifier_date_params.csv",XGBClassifier_date_params,3,4
1973,0.98420286,0.5829383886255924,0.5078534031413613,"(5, 4, 3)_XGBClassifier_date_params.csv",XGBClassifier_date_params,3,5
2323,0.9874040999999999,0.5505376344086022,0.5723270440251572,"(6, 4, 3)_XGBClassifier_date_params.csv",XGBClassifier_date_params,3,6
2673,0.9824569,0.46205357142857145,0.679144385026738,"(7, 4, 3)_XGBClassifier_date_params.csv",XGBClassifier_date_params,3,7
3023,0.9864985000000001,0.436241610738255,0.596551724137931,"(8, 4, 3)_XGBClassifier_date_params.csv",XGBClassifier_date_params,3,8
3373,0.9899753000000001,0.49135446685878964,0.42073170731707316,"(9, 4, 3)_XGBClassifier_date_params.csv",XGBClassifier_date_params,3,9
224,0.8227295,0.7138964577656676,0.708994708994709,"(0, 4, 30)_XGBClassifier_date_params.csv",XGBClassifier_date_params,30,0
574,0.7590095,0.5827633378932968,0.75,"(1, 4, 30)_XGBClassifier_date_params.csv",XGBClassifier_date_params,30,1
924,0.77138174,0.5247524752475248,0.7651715039577837,"(2, 4, 30)_XGBClassifier_date_params.csv",XGBClassifier_date_params,30,2
1274,0.7948775,0.6043360433604336,0.5313531353135313,"(3, 4, 30)_XGBClassifier_date_params.csv",XGBClassifier_date_params,30,3
1624,0.8006482,0.6689895470383276,0.6690140845070423,"(4, 4, 30)_XGBClassifier_date_params.csv",XGBClassifier_date_params,30,4
1974,0.793665,0.6493506493506493,0.708029197080292,"(5, 4, 30)_XGBClassifier_date_params.csv",XGBClassifier_date_params,30,5
2324,0.81744343,0.6820809248554913,0.7,"(6, 4, 30)_XGBClassifier_date_params.csv",XGBClassifier_date_params,30,6
2674,0.81453985,0.523590333716916,0.7426900584795322,"(7, 4, 30)_XGBClassifier_date_params.csv",XGBClassifier_date_params,30,7
3024,0.8420472,0.46912242686890576,0.7208333333333333,"(8, 4, 30)_XGBClassifier_date_params.csv",XGBClassifier_date_params,30,8
3374,0.8603642,0.5714285714285714,0.3927893738140417,"(9, 4, 30)_XGBClassifier_date_params.csv",XGBClassifier_date_params,30,9
225,0.6808046,0.7262931034482759,0.6118721461187214,"(0, 4, 31)_XGBClassifier_date_params.csv",XGBClassifier_date_params,31,0
575,0.63500893,0.6158113730929264,0.7475728155339806,"(1, 4, 31)_XGBClassifier_date_params.csv",XGBClassifier_date_params,31,1
925,0.64840174,0.49522292993630573,0.7591623036649214,"(2, 4, 31)_XGBClassifier_date_params.csv",XGBClassifier_date_params,31,2
1275,0.6735939000000001,0.640625,0.5210355987055016,"(3, 4, 31)_XGBClassifier_date_params.csv",XGBClassifier_date_params,31,3
1625,0.6785513000000001,0.6327272727272727,0.6737588652482269,"(4, 4, 31)_XGBClassifier_date_params.csv",XGBClassifier_date_params,31,4
1975,0.6534719,0.6288951841359773,0.6139240506329114,"(5, 4, 31)_XGBClassifier_date_params.csv",XGBClassifier_date_params,31,5
